algo_count,expected_algo_count,failure_count,all_success_non_regression,mean_crash_reduced,mean_clean_success_not_lower,baseline_success_rate_mean,nocicim_success_rate_mean,baseline_clean_success_rate_mean,nocicim_clean_success_rate_mean,baseline_crash_rate_mean,nocicim_crash_rate_mean,baseline_mean_cost_rate_mean,nocicim_mean_cost_rate_mean,baseline_out_of_road_rate_mean,nocicim_out_of_road_rate_mean
5,6,1,0,1,1,0.768,0.804,0.15399999999999997,0.172,0.7620000000000001,0.736,0.03298053886921813,0.029403039502070506,0.23200000000000004,0.192
