episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,1,paper_1m_20260629_qpsl_seed1,375,1.0,23.0,23,0.06133333333333333,0.7007140063412646,0.704,0.4224949862025678,0.0
1,longitudinal,1,paper_1m_20260629_qpsl_seed1,256,1.0,5.0,5,0.01953125,0.5448420469950329,0.53515625,0.29026297816017177,0.0
2,longitudinal,1,paper_1m_20260629_qpsl_seed1,300,1.0,3.0,3,0.01,0.4884484538917276,0.5033333333333333,0.27958592324430354,0.0
3,longitudinal,1,paper_1m_20260629_qpsl_seed1,255,1.0,9.0,9,0.03529411764705882,0.5043220084715816,0.5058823529411764,0.29271076971518933,0.0
4,longitudinal,1,paper_1m_20260629_qpsl_seed1,254,1.0,0.0,0,0.0,0.24410954179563488,0.2440944881889764,0.12865436704844002,0.0
5,longitudinal,1,paper_1m_20260629_qpsl_seed1,414,1.0,6.0,6,0.014492753623188406,0.523882405766676,0.5314009661835749,0.3082649151643891,0.0
6,longitudinal,1,paper_1m_20260629_qpsl_seed1,280,1.0,5.0,5,0.017857142857142856,0.5775814142065868,0.575,0.3129716986391161,0.0
7,longitudinal,1,paper_1m_20260629_qpsl_seed1,341,1.0,3.0,3,0.008797653958944282,0.6223295865825385,0.624633431085044,0.3710824388022674,0.0
8,longitudinal,1,paper_1m_20260629_qpsl_seed1,262,1.0,11.0,11,0.04198473282442748,0.24441707234870888,0.2366412213740458,0.12916237954761237,0.0
9,longitudinal,1,paper_1m_20260629_qpsl_seed1,303,1.0,15.0,15,0.04950495049504951,0.6552588949714085,0.6633663366336634,0.371914794212115,0.0
10,longitudinal,1,paper_1m_20260629_qpsl_seed1,346,1.0,3.0,3,0.008670520231213872,0.613006772668826,0.6127167630057804,0.3650291113968874,0.0
11,longitudinal,1,paper_1m_20260629_qpsl_seed1,219,1.0,1.0,1,0.0045662100456621,0.49232311077521607,0.4977168949771689,0.28366386461535203,0.0
12,longitudinal,1,paper_1m_20260629_qpsl_seed1,336,1.0,2.0,2,0.005952380952380952,0.6298643274892302,0.6339285714285714,0.3784190957584152,0.0
13,longitudinal,1,paper_1m_20260629_qpsl_seed1,188,0.0,5.0,5,0.026595744680851064,0.12390610075444815,0.12234042553191489,0.0716993306228455,0.0
14,longitudinal,1,paper_1m_20260629_qpsl_seed1,294,1.0,6.0,6,0.02040816326530612,0.6641245553086556,0.6700680272108843,0.4149475681158353,0.0
15,longitudinal,1,paper_1m_20260629_qpsl_seed1,222,0.0,22.0,22,0.0990990990990991,0.5040808544114711,0.5045045045045045,0.3063446652324585,0.0
16,longitudinal,1,paper_1m_20260629_qpsl_seed1,255,1.0,0.0,0,0.0,0.2397997378860844,0.23921568627450981,0.12344320356553676,0.0
17,longitudinal,1,paper_1m_20260629_qpsl_seed1,245,1.0,0.0,0,0.0,0.34824823853442094,0.3346938775510204,0.18490121370675613,0.0
18,longitudinal,1,paper_1m_20260629_qpsl_seed1,282,1.0,7.0,7,0.024822695035460994,0.3843134319656686,0.3900709219858156,0.19455855761502758,0.0
19,longitudinal,1,paper_1m_20260629_qpsl_seed1,353,1.0,17.0,17,0.04815864022662889,0.7793472249526667,0.7847025495750708,0.4630020321373203,0.0
