episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,2,paper_1m_20260629_qpsl_seed2,326,1.0,6.0,6,0.018404907975460124,0.684741762176487,0.6901840490797546,0.34618519375706375,0.0
1,longitudinal,2,paper_1m_20260629_qpsl_seed2,269,1.0,22.0,22,0.08178438661710037,0.37137241063069737,0.37174721189591076,0.17048924595211049,0.0
2,longitudinal,2,paper_1m_20260629_qpsl_seed2,271,0.0,4.0,4,0.014760147601476014,0.18220211775099435,0.17712177121771217,0.07587347648405501,0.0
3,longitudinal,2,paper_1m_20260629_qpsl_seed2,267,0.0,1.0,1,0.003745318352059925,0.17110567390042553,0.15355805243445692,0.06106303296704194,0.0
4,longitudinal,2,paper_1m_20260629_qpsl_seed2,486,1.0,28.0,28,0.05761316872427984,0.7614852069325774,0.7633744855967078,0.3785954697034609,0.0
5,longitudinal,2,paper_1m_20260629_qpsl_seed2,272,0.0,6.0,6,0.022058823529411766,0.17612307580587847,0.16544117647058823,0.06986242291681907,0.0
6,longitudinal,2,paper_1m_20260629_qpsl_seed2,277,1.0,14.0,14,0.05054151624548736,0.4692747591303856,0.4693140794223827,0.22466212640338265,0.0
7,longitudinal,2,paper_1m_20260629_qpsl_seed2,313,0.0,9.0,9,0.02875399361022364,0.28806854514545194,0.2715654952076677,0.13251221121642917,0.0
8,longitudinal,2,paper_1m_20260629_qpsl_seed2,342,1.0,18.0,18,0.05263157894736842,0.7739769776243718,0.7748538011695907,0.3834860697143564,0.0
9,longitudinal,2,paper_1m_20260629_qpsl_seed2,239,1.0,11.0,11,0.04602510460251046,0.5047747171314999,0.502092050209205,0.2510521829120472,0.0
10,longitudinal,2,paper_1m_20260629_qpsl_seed2,246,1.0,16.0,16,0.06504065040650407,0.49249858066163643,0.4959349593495935,0.23543250743996322,0.0
11,longitudinal,2,paper_1m_20260629_qpsl_seed2,589,1.0,51.0,51,0.0865874363327674,0.8715222334426241,0.8760611205432938,0.441010273962775,0.0
12,longitudinal,2,paper_1m_20260629_qpsl_seed2,311,1.0,17.0,17,0.05466237942122187,0.5891669337082698,0.5980707395498392,0.30405512237711735,0.0
13,longitudinal,2,paper_1m_20260629_qpsl_seed2,238,1.0,11.0,11,0.046218487394957986,0.5190270430835157,0.5168067226890757,0.2498086789826385,0.0
14,longitudinal,2,paper_1m_20260629_qpsl_seed2,266,1.0,2.0,2,0.007518796992481203,0.4317014960910339,0.42857142857142855,0.2110383553733293,0.0
15,longitudinal,2,paper_1m_20260629_qpsl_seed2,330,1.0,4.0,4,0.012121212121212121,0.735577430214307,0.7484848484848485,0.37149889414960685,0.0
16,longitudinal,2,paper_1m_20260629_qpsl_seed2,324,1.0,8.0,8,0.024691358024691357,0.5498134881414389,0.5493827160493827,0.28711157132308057,0.0
17,longitudinal,2,paper_1m_20260629_qpsl_seed2,276,1.0,8.0,8,0.028985507246376812,0.40555471002111054,0.40217391304347827,0.20463040318556022,0.0
18,longitudinal,2,paper_1m_20260629_qpsl_seed2,271,1.0,8.0,8,0.02952029520295203,0.42014488897672986,0.41697416974169743,0.2018347998249355,0.0
19,longitudinal,2,paper_1m_20260629_qpsl_seed2,444,1.0,13.0,13,0.02927927927927928,0.8725033374459821,0.8693693693693694,0.4376263007191786,0.0
