variant,seed,model_tag,alpha,beta,gamma,theta,k,lambda_brake,lambda_throttle,steering_limit_gain,min_steering_scale,trigger_threshold,eval_episodes,SuccessRate,EpCost,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
longitudinal,4,paper_1m_20260629_qpsl_seed4,0.88,0.35,0.08,0.45,12.0,0.3,0.35,0.5,0.35,0.5,20,0.85,10.1,0.029519216717813823,0.5019641427025461,0.5037264357737834,0.2843715058954527,0.0
