episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,1,paper_1m_20260629_qpsl_seed1,249,1.0,2.0,2,0.008032128514056224,0.2032429593771873,0.18875502008032127,0.12016944187023793,0.0
1,longitudinal,1,paper_1m_20260629_qpsl_seed1,249,1.0,2.0,2,0.008032128514056224,0.15040027394058197,0.1285140562248996,0.08208663859610338,0.0
2,longitudinal,1,paper_1m_20260629_qpsl_seed1,418,1.0,22.0,22,0.05263157894736842,0.5791670057673647,0.5741626794258373,0.40565836837105274,0.0
3,longitudinal,1,paper_1m_20260629_qpsl_seed1,292,1.0,2.0,2,0.00684931506849315,0.5881660220141257,0.5856164383561644,0.4181839393847303,0.0
4,longitudinal,1,paper_1m_20260629_qpsl_seed1,285,1.0,3.0,3,0.010526315789473684,0.5803087261555342,0.5789473684210527,0.4027740752389818,0.0
5,longitudinal,1,paper_1m_20260629_qpsl_seed1,267,1.0,11.0,11,0.04119850187265917,0.2627265623307801,0.25842696629213485,0.15431294450710775,0.0
6,longitudinal,1,paper_1m_20260629_qpsl_seed1,296,1.0,16.0,16,0.05405405405405406,0.6700241837328271,0.668918918918919,0.4820531145197566,0.0
7,longitudinal,1,paper_1m_20260629_qpsl_seed1,320,1.0,2.0,2,0.00625,0.42927130137813385,0.428125,0.2808161431225017,0.0
8,longitudinal,1,paper_1m_20260629_qpsl_seed1,283,1.0,3.0,3,0.01060070671378092,0.6316807628538148,0.6325088339222615,0.44396062280699716,0.0
9,longitudinal,1,paper_1m_20260629_qpsl_seed1,237,1.0,0.0,0,0.0,0.18575687539225944,0.17721518987341772,0.1116258374372112,0.0
10,longitudinal,1,paper_1m_20260629_qpsl_seed1,433,1.0,24.0,24,0.05542725173210162,0.5966521355176978,0.5912240184757506,0.42024514383756595,0.0
11,longitudinal,1,paper_1m_20260629_qpsl_seed1,221,1.0,3.0,3,0.013574660633484163,0.4416517715696306,0.4479638009049774,0.2925932396675262,0.0
12,longitudinal,1,paper_1m_20260629_qpsl_seed1,392,1.0,11.0,11,0.02806122448979592,0.6082783193030237,0.6020408163265306,0.41982528345857756,0.0
13,longitudinal,1,paper_1m_20260629_qpsl_seed1,264,1.0,13.0,13,0.04924242424242424,0.17832927261881565,0.17424242424242425,0.10883698783899573,0.0
14,longitudinal,1,paper_1m_20260629_qpsl_seed1,311,1.0,18.0,18,0.05787781350482315,0.7595566012062105,0.7556270096463023,0.5323257259230977,0.0
15,longitudinal,1,paper_1m_20260629_qpsl_seed1,186,0.0,3.0,3,0.016129032258064516,0.08780793054739247,0.08064516129032258,0.0534449481775844,0.0
16,longitudinal,1,paper_1m_20260629_qpsl_seed1,205,1.0,3.0,3,0.014634146341463415,0.4032403352843703,0.4097560975609756,0.2683686288391672,0.0
17,longitudinal,1,paper_1m_20260629_qpsl_seed1,568,1.0,20.0,20,0.035211267605633804,0.751780763932804,0.7517605633802817,0.5333661767900069,0.0
18,longitudinal,1,paper_1m_20260629_qpsl_seed1,263,1.0,0.0,0,0.0,0.3425822726039779,0.3231939163498099,0.20600578399240518,0.0
19,longitudinal,1,paper_1m_20260629_qpsl_seed1,252,1.0,0.0,0,0.0,0.19456727959982303,0.1865079365079365,0.10211515562638404,0.0
