episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,4,paper_1m_20260629_qpsl_seed4,412,1.0,36.0,36,0.08737864077669903,0.5579774271340076,0.558252427184466,0.26112032111381517,0.0
1,longitudinal,4,paper_1m_20260629_qpsl_seed4,467,1.0,14.0,14,0.029978586723768737,0.5442670567803221,0.5481798715203426,0.2275187609292471,0.0
2,longitudinal,4,paper_1m_20260629_qpsl_seed4,364,1.0,24.0,24,0.06593406593406594,0.7393787075260567,0.75,0.3560775226483551,0.0
3,longitudinal,4,paper_1m_20260629_qpsl_seed4,383,1.0,24.0,24,0.06266318537859007,0.39810426648041314,0.39947780678851175,0.19248373639422126,0.0
4,longitudinal,4,paper_1m_20260629_qpsl_seed4,295,1.0,14.0,14,0.04745762711864407,0.5097288367940662,0.511864406779661,0.23056536466830363,0.0
5,longitudinal,4,paper_1m_20260629_qpsl_seed4,203,1.0,3.0,3,0.014778325123152709,0.1866099267377042,0.18719211822660098,0.07886619938381494,0.0
6,longitudinal,4,paper_1m_20260629_qpsl_seed4,344,1.0,20.0,20,0.05813953488372093,0.6888864356448545,0.6947674418604651,0.3350083533062621,0.0
7,longitudinal,4,paper_1m_20260629_qpsl_seed4,309,1.0,4.0,4,0.012944983818770227,0.5066118833108118,0.511326860841424,0.23653971374601512,0.0
8,longitudinal,4,paper_1m_20260629_qpsl_seed4,593,1.0,23.0,23,0.0387858347386172,0.7855945808613923,0.7858347386172007,0.37521214810518855,0.0
9,longitudinal,4,paper_1m_20260629_qpsl_seed4,236,1.0,2.0,2,0.00847457627118644,0.3397220165569394,0.3347457627118644,0.15579468589591777,0.0
10,longitudinal,4,paper_1m_20260629_qpsl_seed4,423,1.0,3.0,3,0.0070921985815602835,0.6907662661590194,0.6926713947990544,0.3296775168235068,0.0
11,longitudinal,4,paper_1m_20260629_qpsl_seed4,547,1.0,26.0,26,0.04753199268738574,0.7622830243984297,0.7623400365630713,0.3652286217215946,0.0
12,longitudinal,4,paper_1m_20260629_qpsl_seed4,375,1.0,20.0,20,0.05333333333333334,0.4694365561893027,0.472,0.23406201738491655,0.0
13,longitudinal,4,paper_1m_20260629_qpsl_seed4,260,1.0,8.0,8,0.03076923076923077,0.22381231808842236,0.2230769230769231,0.10505733055850634,0.0
14,longitudinal,4,paper_1m_20260629_qpsl_seed4,238,1.0,2.0,2,0.008403361344537815,0.3509906739986519,0.3445378151260504,0.16522122639380082,0.0
15,longitudinal,4,paper_1m_20260629_qpsl_seed4,417,1.0,23.0,23,0.05515587529976019,0.6193945961490531,0.6139088729016786,0.2863395030764367,0.0
16,longitudinal,4,paper_1m_20260629_qpsl_seed4,299,1.0,8.0,8,0.026755852842809364,0.4909632905041358,0.4816053511705686,0.2169754538329997,0.0
17,longitudinal,4,paper_1m_20260629_qpsl_seed4,227,0.0,3.0,3,0.013215859030837005,0.46008071806360845,0.4581497797356828,0.2201297493274057,0.0
18,longitudinal,4,paper_1m_20260629_qpsl_seed4,349,0.0,33.0,33,0.09455587392550144,0.4210232900764411,0.42406876790830944,0.20666439396550712,0.0
19,longitudinal,4,paper_1m_20260629_qpsl_seed4,374,1.0,24.0,24,0.06417112299465241,0.485760966155627,0.48663101604278075,0.24096678471800317,0.0
