episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,1,paper_1m_20260629_qpsl_seed1,251,1.0,4.0,4,0.01593625498007968,0.4717611664646888,0.4701195219123506,0.22404995923898965,0.0
1,longitudinal,1,paper_1m_20260629_qpsl_seed1,391,1.0,8.0,8,0.020460358056265986,0.4338001433621043,0.4322250639386189,0.2084026106697557,0.0
2,longitudinal,1,paper_1m_20260629_qpsl_seed1,312,1.0,2.0,2,0.00641025641025641,0.48603451426659167,0.4967948717948718,0.22638006347458428,0.0
3,longitudinal,1,paper_1m_20260629_qpsl_seed1,283,1.0,7.0,7,0.024734982332155476,0.7077962936067684,0.7067137809187279,0.36547597704369694,0.0
4,longitudinal,1,paper_1m_20260629_qpsl_seed1,380,1.0,24.0,24,0.06315789473684211,0.6797207671098605,0.6710526315789473,0.3242098960887616,0.0
5,longitudinal,1,paper_1m_20260629_qpsl_seed1,262,1.0,0.0,0,0.0,0.513182949633705,0.5267175572519084,0.23460233130737543,0.0
6,longitudinal,1,paper_1m_20260629_qpsl_seed1,187,0.0,3.0,3,0.016042780748663103,0.14043725401451,0.13368983957219252,0.06692351701913431,0.0
7,longitudinal,1,paper_1m_20260629_qpsl_seed1,413,1.0,23.0,23,0.05569007263922518,0.8720404971899688,0.87409200968523,0.43594309815699483,0.0
8,longitudinal,1,paper_1m_20260629_qpsl_seed1,142,0.0,1.0,1,0.007042253521126761,0.19538313667963264,0.2112676056338028,0.08808032512536902,0.0
9,longitudinal,1,paper_1m_20260629_qpsl_seed1,255,1.0,0.0,0,0.0,0.34341031349991025,0.32941176470588235,0.14572673375882647,0.0
10,longitudinal,1,paper_1m_20260629_qpsl_seed1,258,1.0,2.0,2,0.007751937984496124,0.35340523208993413,0.3488372093023256,0.16420606146169495,0.0
11,longitudinal,1,paper_1m_20260629_qpsl_seed1,451,0.0,52.0,52,0.11529933481152993,0.7437027496820102,0.7427937915742794,0.1768799633863578,0.0
12,longitudinal,1,paper_1m_20260629_qpsl_seed1,290,1.0,23.0,23,0.07931034482758621,0.6825537122749047,0.6758620689655173,0.3207573371586101,0.0
13,longitudinal,1,paper_1m_20260629_qpsl_seed1,187,0.0,3.0,3,0.016042780748663103,0.14045173119474572,0.13368983957219252,0.06685455404576861,0.0
14,longitudinal,1,paper_1m_20260629_qpsl_seed1,342,1.0,1.0,1,0.0029239766081871343,0.6276366198694455,0.6345029239766082,0.3065591225760025,0.0
15,longitudinal,1,paper_1m_20260629_qpsl_seed1,239,1.0,0.0,0,0.0,0.3697962267612112,0.36401673640167365,0.16586421218127886,0.0
16,longitudinal,1,paper_1m_20260629_qpsl_seed1,241,1.0,0.0,0,0.0,0.3790518754982117,0.3775933609958506,0.1767550096905083,0.0
17,longitudinal,1,paper_1m_20260629_qpsl_seed1,254,1.0,0.0,0,0.0,0.23575438660008147,0.2204724409448819,0.09597537124907143,0.0
18,longitudinal,1,paper_1m_20260629_qpsl_seed1,363,1.0,17.0,17,0.046831955922865015,0.8464239192806562,0.8512396694214877,0.4119192290558549,0.0
19,longitudinal,1,paper_1m_20260629_qpsl_seed1,283,1.0,3.0,3,0.01060070671378092,0.5748852628781032,0.558303886925795,0.24302704144818807,0.0
