episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,2,paper_1m_20260629_qpsl_seed2,179,1.0,0.0,0,0.0,0.17414075410168164,0.17318435754189945,0.12187212405924025,0.0
1,longitudinal,2,paper_1m_20260629_qpsl_seed2,179,1.0,0.0,0,0.0,0.17413598115303186,0.17318435754189945,0.1218697655966828,0.0
2,longitudinal,2,paper_1m_20260629_qpsl_seed2,214,0.0,4.0,4,0.018691588785046728,0.16123382964055202,0.1588785046728972,0.11076527541485902,0.0
3,longitudinal,2,paper_1m_20260629_qpsl_seed2,233,0.0,5.0,5,0.02145922746781116,0.2368153950184608,0.23605150214592274,0.17194736106201303,0.0
4,longitudinal,2,paper_1m_20260629_qpsl_seed2,267,0.0,1.0,1,0.003745318352059925,0.15669603991961434,0.149812734082397,0.0872747093676293,0.0
5,longitudinal,2,paper_1m_20260629_qpsl_seed2,271,0.0,1.0,1,0.0036900369003690036,0.16433923064516143,0.15129151291512916,0.09192836466778029,0.0
6,longitudinal,2,paper_1m_20260629_qpsl_seed2,256,1.0,1.0,1,0.00390625,0.16224309644466356,0.15625,0.09975061152363196,0.0
7,longitudinal,2,paper_1m_20260629_qpsl_seed2,269,0.0,4.0,4,0.01486988847583643,0.15089620076092736,0.1412639405204461,0.09037056926042396,0.0
8,longitudinal,2,paper_1m_20260629_qpsl_seed2,274,1.0,6.0,6,0.021897810218978103,0.39141135918180286,0.38686131386861317,0.2628316643790607,0.0
9,longitudinal,2,paper_1m_20260629_qpsl_seed2,285,1.0,9.0,9,0.031578947368421054,0.49414691838224256,0.49122807017543857,0.3399602457145719,0.0
10,longitudinal,2,paper_1m_20260629_qpsl_seed2,179,1.0,0.0,0,0.0,0.17412943213368492,0.17318435754189945,0.12186549279276886,0.0
11,longitudinal,2,paper_1m_20260629_qpsl_seed2,635,1.0,9.0,9,0.014173228346456693,0.8410642411772928,0.8456692913385827,0.6067851866008788,0.0
12,longitudinal,2,paper_1m_20260629_qpsl_seed2,269,1.0,1.0,1,0.0037174721189591076,0.48732238386735427,0.483271375464684,0.329985583017556,0.0
13,longitudinal,2,paper_1m_20260629_qpsl_seed2,184,0.0,5.0,5,0.02717391304347826,0.620401466454087,0.6086956521739131,0.426831790043608,0.0
14,longitudinal,2,paper_1m_20260629_qpsl_seed2,323,1.0,2.0,2,0.006191950464396285,0.3840887911403238,0.37770897832817335,0.2644777417243473,0.0
15,longitudinal,2,paper_1m_20260629_qpsl_seed2,357,0.0,7.0,7,0.0196078431372549,0.8093130239373677,0.8179271708683473,0.5807977309046152,0.0
16,longitudinal,2,paper_1m_20260629_qpsl_seed2,248,0.0,3.0,3,0.012096774193548387,0.2824819220615485,0.2782258064516129,0.20498090093174287,0.0
17,longitudinal,2,paper_1m_20260629_qpsl_seed2,237,0.0,5.0,5,0.02109704641350211,0.25351205847649205,0.2489451476793249,0.1827331988871852,0.0
18,longitudinal,2,paper_1m_20260629_qpsl_seed2,290,0.0,2.0,2,0.006896551724137931,0.19913054761362525,0.19655172413793104,0.13103322684764862,0.0
19,longitudinal,2,paper_1m_20260629_qpsl_seed2,314,1.0,7.0,7,0.022292993630573247,0.45485056455965844,0.44904458598726116,0.31906890038513597,0.0
