episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,1,paper_1m_20260629_qpsl_seed1,420,1.0,21.0,21,0.05,0.6881276051813678,0.6857142857142857,0.40353314940972873,0.0
1,longitudinal,1,paper_1m_20260629_qpsl_seed1,283,1.0,4.0,4,0.014134275618374558,0.4914306841133315,0.4876325088339223,0.28013577631776726,0.0
2,longitudinal,1,paper_1m_20260629_qpsl_seed1,300,1.0,2.0,2,0.006666666666666667,0.42429706502273284,0.42,0.2293377629481256,0.0
3,longitudinal,1,paper_1m_20260629_qpsl_seed1,382,1.0,22.0,22,0.05759162303664921,0.6576070863729316,0.662303664921466,0.37479302782384943,0.0
4,longitudinal,1,paper_1m_20260629_qpsl_seed1,270,1.0,1.0,1,0.003703703703703704,0.409615687571121,0.4,0.2178004347115617,0.0
5,longitudinal,1,paper_1m_20260629_qpsl_seed1,431,1.0,11.0,11,0.025522041763341066,0.3508626811188193,0.3503480278422274,0.18681116394694297,0.0
6,longitudinal,1,paper_1m_20260629_qpsl_seed1,298,1.0,5.0,5,0.016778523489932886,0.4168263762482772,0.4161073825503356,0.22591074996400506,0.0
7,longitudinal,1,paper_1m_20260629_qpsl_seed1,287,1.0,10.0,10,0.03484320557491289,0.484977927759849,0.4738675958188153,0.2625508204861852,0.0
8,longitudinal,1,paper_1m_20260629_qpsl_seed1,417,1.0,6.0,6,0.014388489208633094,0.30909308415086806,0.3069544364508393,0.16134703054753907,0.0
9,longitudinal,1,paper_1m_20260629_qpsl_seed1,511,1.0,12.0,12,0.023483365949119372,0.875008320171777,0.8825831702544031,0.5330162159519893,0.0
10,longitudinal,1,paper_1m_20260629_qpsl_seed1,422,1.0,28.0,28,0.06635071090047394,0.6761343927796036,0.6800947867298578,0.38547677369082073,0.0
11,longitudinal,1,paper_1m_20260629_qpsl_seed1,385,1.0,11.0,11,0.02857142857142857,0.6259046428616805,0.6285714285714286,0.35854633551562665,0.0
12,longitudinal,1,paper_1m_20260629_qpsl_seed1,567,1.0,35.0,35,0.06172839506172839,0.7713210291584327,0.7724867724867724,0.4551035283307959,0.0
13,longitudinal,1,paper_1m_20260629_qpsl_seed1,181,1.0,1.0,1,0.0055248618784530384,0.08380631493904914,0.07734806629834254,0.03577287855959441,0.0
14,longitudinal,1,paper_1m_20260629_qpsl_seed1,186,0.0,2.0,2,0.010752688172043012,0.09869538440982352,0.0913978494623656,0.05111000690889615,0.0
15,longitudinal,1,paper_1m_20260629_qpsl_seed1,193,1.0,1.0,1,0.0051813471502590676,0.15946310340902012,0.15544041450777202,0.08429905706582291,0.0
16,longitudinal,1,paper_1m_20260629_qpsl_seed1,368,1.0,20.0,20,0.05434782608695652,0.6643285261750148,0.6603260869565217,0.3960506286441713,0.0
17,longitudinal,1,paper_1m_20260629_qpsl_seed1,187,0.0,4.0,4,0.0213903743315508,0.11400249354906952,0.11229946524064172,0.0649329790855474,0.0
18,longitudinal,1,paper_1m_20260629_qpsl_seed1,190,0.0,7.0,7,0.03684210526315789,0.12789354360325259,0.12631578947368421,0.0746045717283299,0.0
19,longitudinal,1,paper_1m_20260629_qpsl_seed1,443,1.0,24.0,24,0.05417607223476298,0.6552094005321196,0.6523702031602708,0.3960448169101105,0.0
