variant,seed,model_tag,alpha,beta,gamma,theta,k,lambda_brake,lambda_throttle,steering_limit_gain,min_steering_scale,trigger_threshold,eval_episodes,SuccessRate,EpCost,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
longitudinal,0,paper_1m_20260629_qpsl_seed0,0.92,0.45,0.08,0.5,12.0,0.2,0.35,0.5,0.35,0.5,20,0.8,8.5,0.03253588516746411,0.5031703620886175,0.5052631578947369,0.24527422545864314,0.0
