episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,4,paper_1m_20260629_qpsl_seed4,362,1.0,17.0,17,0.04696132596685083,0.7378093730167652,0.7348066298342542,0.4247612447982933,0.0
1,longitudinal,4,paper_1m_20260629_qpsl_seed4,479,1.0,7.0,7,0.014613778705636743,0.535659168478611,0.5281837160751566,0.27443209314127776,0.0
2,longitudinal,4,paper_1m_20260629_qpsl_seed4,317,1.0,0.0,0,0.0,0.5375241102533795,0.5394321766561514,0.3178316048076171,0.0
3,longitudinal,4,paper_1m_20260629_qpsl_seed4,467,1.0,15.0,15,0.032119914346895075,0.5523672948965936,0.5524625267665952,0.3179569511258789,0.0
4,longitudinal,4,paper_1m_20260629_qpsl_seed4,290,1.0,6.0,6,0.020689655172413793,0.21804218471056416,0.21379310344827587,0.11955061752092222,0.0
5,longitudinal,4,paper_1m_20260629_qpsl_seed4,343,1.0,1.0,1,0.0029154518950437317,0.2991367745809849,0.2944606413994169,0.17237576855884176,0.0
6,longitudinal,4,paper_1m_20260629_qpsl_seed4,345,1.0,6.0,6,0.017391304347826087,0.26288627181097846,0.25217391304347825,0.1480160193025148,0.0
7,longitudinal,4,paper_1m_20260629_qpsl_seed4,446,1.0,7.0,7,0.01569506726457399,0.5090451711940438,0.5067264573991032,0.29799710029596255,0.0
8,longitudinal,4,paper_1m_20260629_qpsl_seed4,248,1.0,4.0,4,0.016129032258064516,0.32366040895469866,0.31451612903225806,0.17546458513055357,0.0
9,longitudinal,4,paper_1m_20260629_qpsl_seed4,301,1.0,27.0,27,0.08970099667774087,0.722091988543102,0.7209302325581395,0.39263428049016996,0.0
10,longitudinal,4,paper_1m_20260629_qpsl_seed4,443,1.0,9.0,9,0.020316027088036117,0.582662354521255,0.5846501128668171,0.3557449015667851,0.0
11,longitudinal,4,paper_1m_20260629_qpsl_seed4,303,1.0,24.0,24,0.07920792079207921,0.6330715532375639,0.6336633663366337,0.3707179770045745,0.0
12,longitudinal,4,paper_1m_20260629_qpsl_seed4,328,1.0,6.0,6,0.018292682926829267,0.4642083534842853,0.4634146341463415,0.2715954075215339,0.0
13,longitudinal,4,paper_1m_20260629_qpsl_seed4,326,1.0,3.0,3,0.009202453987730062,0.4752606899626583,0.4723926380368098,0.28329359008102145,0.0
14,longitudinal,4,paper_1m_20260629_qpsl_seed4,267,1.0,9.0,9,0.033707865168539325,0.523770326022077,0.5131086142322098,0.29951629415852077,0.0
15,longitudinal,4,paper_1m_20260629_qpsl_seed4,225,1.0,3.0,3,0.013333333333333334,0.4897517044354144,0.4888888888888889,0.27441306057903503,0.0
16,longitudinal,4,paper_1m_20260629_qpsl_seed4,456,1.0,3.0,3,0.006578947368421052,0.7530799409939264,0.7521929824561403,0.4441203923806346,0.0
17,longitudinal,4,paper_1m_20260629_qpsl_seed4,296,1.0,16.0,16,0.05405405405405406,0.687128127324256,0.6824324324324325,0.3953187411754845,0.0
18,longitudinal,4,paper_1m_20260629_qpsl_seed4,267,1.0,1.0,1,0.003745318352059925,0.513737328524196,0.50187265917603,0.2936676079581739,0.0
19,longitudinal,4,paper_1m_20260629_qpsl_seed4,403,1.0,13.0,13,0.03225806451612903,0.7049311385140887,0.6997518610421837,0.4177884280175507,0.0
