episode,variant,seed,model_tag,steps,arrive_dest,EpCost,cost_events,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
0,longitudinal,1,paper_1m_20260629_qpsl_seed1,330,1.0,6.0,6,0.01818181818181818,0.3593520125607839,0.3575757575757576,0.22717811791790707,0.0
1,longitudinal,1,paper_1m_20260629_qpsl_seed1,292,1.0,3.0,3,0.010273972602739725,0.4705872082678341,0.476027397260274,0.3054080838720276,0.0
2,longitudinal,1,paper_1m_20260629_qpsl_seed1,217,1.0,4.0,4,0.018433179723502304,0.4632632069104238,0.46543778801843316,0.3113636338626236,0.0
3,longitudinal,1,paper_1m_20260629_qpsl_seed1,421,1.0,4.0,4,0.009501187648456057,0.344314517460057,0.33966745843230406,0.22607637005094924,0.0
4,longitudinal,1,paper_1m_20260629_qpsl_seed1,307,1.0,7.0,7,0.02280130293159609,0.3238371270270156,0.3127035830618892,0.20303686279864186,0.0
5,longitudinal,1,paper_1m_20260629_qpsl_seed1,186,1.0,1.0,1,0.005376344086021506,0.0783949636173213,0.05913978494623656,0.031273096639622924,0.0
6,longitudinal,1,paper_1m_20260629_qpsl_seed1,307,1.0,16.0,16,0.05211726384364821,0.769094699519893,0.7719869706840391,0.5370425165612676,0.0
7,longitudinal,1,paper_1m_20260629_qpsl_seed1,263,1.0,0.0,0,0.0,0.37810934113616346,0.376425855513308,0.23000856431222347,0.0
8,longitudinal,1,paper_1m_20260629_qpsl_seed1,259,0.0,16.0,16,0.06177606177606178,0.6410151588897238,0.637065637065637,0.45551151316253374,0.0
9,longitudinal,1,paper_1m_20260629_qpsl_seed1,308,1.0,15.0,15,0.048701298701298704,0.7728145747402716,0.788961038961039,0.5362498005077261,0.0
10,longitudinal,1,paper_1m_20260629_qpsl_seed1,522,1.0,17.0,17,0.032567049808429116,0.7831061635885848,0.7873563218390804,0.5478368462663847,0.0
11,longitudinal,1,paper_1m_20260629_qpsl_seed1,241,1.0,1.0,1,0.004149377593360996,0.19379001434241247,0.1825726141078838,0.11301136078676248,0.0
12,longitudinal,1,paper_1m_20260629_qpsl_seed1,379,1.0,13.0,13,0.03430079155672823,0.7617554178395997,0.7757255936675461,0.528708988597302,0.0
13,longitudinal,1,paper_1m_20260629_qpsl_seed1,383,1.0,12.0,12,0.031331592689295036,0.5735926716595741,0.577023498694517,0.3929803617300579,0.0
14,longitudinal,1,paper_1m_20260629_qpsl_seed1,367,1.0,13.0,13,0.035422343324250684,0.5265561401553375,0.5313351498637602,0.3545201529091483,0.0
15,longitudinal,1,paper_1m_20260629_qpsl_seed1,265,1.0,14.0,14,0.052830188679245285,0.21180381211138688,0.2,0.12711453970591977,0.0
16,longitudinal,1,paper_1m_20260629_qpsl_seed1,467,1.0,8.0,8,0.017130620985010708,0.380019538383053,0.37687366167023556,0.24485891526495157,0.0
17,longitudinal,1,paper_1m_20260629_qpsl_seed1,240,1.0,2.0,2,0.008333333333333333,0.1463440539594711,0.12083333333333333,0.07489072845006982,0.0
18,longitudinal,1,paper_1m_20260629_qpsl_seed1,307,1.0,14.0,14,0.04560260586319218,0.3838666732486274,0.3811074918566775,0.23025974534750204,0.0
19,longitudinal,1,paper_1m_20260629_qpsl_seed1,387,1.0,14.0,14,0.03617571059431524,0.5925432482735651,0.5917312661498708,0.40678143278438145,0.0
