algo_count,expected_algo_count,failure_count,all_success_non_regression,mean_crash_reduced,mean_clean_success_not_lower,baseline_success_rate_mean,nocicim_success_rate_mean,baseline_clean_success_rate_mean,nocicim_clean_success_rate_mean,baseline_crash_rate_mean,nocicim_crash_rate_mean,baseline_mean_cost_rate_mean,nocicim_mean_cost_rate_mean,baseline_out_of_road_rate_mean,nocicim_out_of_road_rate_mean
6,6,0,1,1,1,0.7450000000000001,0.775,0.1683333333333333,0.18333333333333335,0.7250000000000001,0.7033333333333335,0.029226330345171716,0.026245080872548694,0.24833333333333338,0.215
