algo_count,expected_algo_count,failure_count,all_success_non_regression,mean_crash_reduced,mean_clean_success_not_lower,baseline_success_rate_mean,nocicim_success_rate_mean,baseline_clean_success_rate_mean,nocicim_clean_success_rate_mean,baseline_crash_rate_mean,nocicim_crash_rate_mean,baseline_mean_cost_rate_mean,nocicim_mean_cost_rate_mean,baseline_out_of_road_rate_mean,nocicim_out_of_road_rate_mean
6,6,0,1,1,1,0.7246666666666667,0.7316666666666666,0.1446666666666667,0.1466666666666667,0.761,0.7586666666666666,0.03292649750677446,0.03061152325771869,0.26666666666666666,0.2556666666666667
