algo,total_steps,seed_count,EpRet_mean,EpRet_std,EpCost_mean,EpCost_std,CostRate_mean,CostRate_std
td3,790000,5,0.76,0.108397416943394,16.11,4.970085512342821,0.060616026096235565,0.010730217072907014
td3,800000,5,0.83,0.057008771254956896,16.56,4.619577902795882,0.0605420756775946,0.010643877352973195
td3,810000,5,0.77,0.1254990039801113,14.95,3.5519360917674185,0.06051365495512957,0.010628142451341286
td3,820000,5,0.83,0.07582875444051551,12.6,2.344941363872453,0.060465195689263035,0.01060133743069422
td3,830000,5,0.7999999999999999,0.07071067811865477,16.62,3.630530264300244,0.06041284387089623,0.010497679739629555
td3,840000,5,0.7999999999999999,0.14142135623730948,15.72,3.740254002069913,0.06030507179175213,0.010356984769502113
td3,850000,5,0.72,0.15247950681976907,16.19,1.778833887691597,0.060163835486865276,0.01034679778926825
td3,860000,5,0.73,0.044721359549995836,12.23,2.44402332231098,0.060067744264818916,0.010273390598942613
td3,870000,5,0.75,0.1457737973711325,13.05,4.510127492654726,0.06001179311700358,0.010272128542018526
td3,880000,5,0.78,0.1095445115010332,16.61,4.273669383562561,0.05995711358762908,0.010239757199554894
td3,890000,5,0.77,0.09746794344808965,13.41,3.4866531229819815,0.05992411227428345,0.010199083739478322
td3,900000,5,0.76,0.08944271909999163,15.24,2.809225872015278,0.0598316220351356,0.010141669447403598
td3,910000,5,0.79,0.09617692030835671,16.490000000000002,3.3960270905868817,0.05978687888668009,0.010062675481990739
td3,920000,5,0.86,0.10246950765959598,16.27,5.808678851511762,0.05969267357899302,0.00998310630427425
td3,930000,5,0.75,0.12747548783981963,14.87,3.1965997559907304,0.05961576302770218,0.010016775899813566
td3,940000,5,0.8,0.11180339887498945,16.82,3.109983922788026,0.05951814842356215,0.009963741795370218
td3,950000,5,0.77,0.1857417562100671,12.72,3.3473123547108656,0.05946343101413791,0.009958038143436937
td3,960000,5,0.73,0.05700877125495691,13.22,5.261368643233432,0.05935693683014253,0.009933694281436442
td3,970000,5,0.77,0.10368220676663861,14.700000000000001,4.7014625384022795,0.05929243226023945,0.009846887985656106
td3,980000,5,0.79,0.08944271909999157,15.51,3.927531031067737,0.059228631865950884,0.009829305236193261
td3,990000,5,0.81,0.0651920240520265,15.64,6.703021706663347,0.05908834251347729,0.009812851930612725
td3,1000000,5,0.81,0.07416198487095664,15.389999999999999,2.468906640600247,0.059000859000858996,0.009779121788910815
epo,10000,5,0.0,0.0,0.58,0.5310367218940701,0.00016001600160016002,8.945166426641823e-05
epo,20000,5,0.24000000000000002,0.3150396800404673,6.9,4.19031621718457,0.01335066753337667,0.00780607733320623
epo,30000,5,0.35,0.2263846284534354,5.92,1.922758435165479,0.016887229574319144,0.008714442444999382
epo,40000,5,0.42,0.14832396974191325,8.05,4.814820868942062,0.016805420135503388,0.009008977912805959
epo,50000,5,0.24,0.19493588689617927,8.36,2.2575982813600826,0.01618432368647373,0.006875679674034357
epo,60000,5,0.28,0.19235384061671346,9.3,5.0698865865027,0.01599026650444174,0.005458476470541802
epo,70000,5,0.42000000000000004,0.16431676725154987,10.85,0.8930285549745874,0.015565936656237947,0.004687692883717342
epo,80000,5,0.49,0.1981161275615895,9.36,2.0797836425936236,0.015365192064900812,0.004048250434536979
epo,90000,5,0.4,0.21213203435596423,8.27,3.07176659269548,0.01592906587850976,0.003955276456172385
epo,100000,5,0.47000000000000003,0.17535677916750184,10.290000000000001,3.200468715672753,0.016424164241642416,0.003541127050864152
epo,110000,5,0.39,0.1746424919657298,9.05,3.3404715236026186,0.016911062827843888,0.0038089812505357544
epo,120000,5,0.56,0.09617692030835671,10.52,2.1043407518745623,0.017156809640080335,0.003895392949846884
epo,130000,5,0.65,0.2091650066335189,10.84,5.129863545943498,0.017675520580927546,0.003992547380510889
epo,140000,5,0.63,0.14832396974191325,10.2,2.398697563262197,0.017805841470296218,0.003785149632053217
epo,150000,5,0.71,0.15572411502397435,11.28,4.863332190998267,0.018016120107467382,0.0037766803705554437
epo,160000,5,0.71,0.0547722557505166,10.32,3.107370270823868,0.018152613453834086,0.003743412360554723
epo,170000,5,0.6,0.16955824957813168,9.1,3.3066221435174596,0.018337754927970164,0.0036248029050990286
epo,180000,5,0.62,0.10368220676663858,9.39,4.680331184862884,0.018574547636375758,0.003440001884549593
epo,190000,5,0.6,0.07905694150420946,10.94,2.0181674856165923,0.018686414139021786,0.0032728395015761253
epo,200000,5,0.77,0.11510864433221339,8.83,2.0173001759777844,0.018873094365471826,0.0035654799292877035
epo,210000,5,0.59,0.22192341021172146,7.6000000000000005,3.3656351555092834,0.01895437597321892,0.0033425620292051737
epo,220000,5,0.65,0.15411035007422438,7.36,1.4838295050308175,0.018950995231796507,0.003279604304087299
epo,230000,5,0.67,0.12549900398011132,7.93,2.2532199182503243,0.018921821399223476,0.0032368691247509455
