variant,seed,model_tag,alpha,beta,gamma,theta,k,lambda_brake,lambda_throttle,steering_limit_gain,min_steering_scale,trigger_threshold,eval_episodes,SuccessRate,EpCost,CostRate,mean_pain,trigger_rate,mean_longitudinal_delta,steering_limit_rate
longitudinal,0,paper_1m_20260629_qpsl_seed0,0.92,0.45,0.08,0.45,12.0,0.25,0.35,0.5,0.35,0.5,1,1.0,4.0,0.018691588785046728,0.32469804835048854,0.3177570093457944,0.16998138698253118,0.0
